영상ID,영상제목,조회수,좋아요수,댓글수,채널ID,채널명,댓글수/조회수,좋아요수/조회수
Hy0e-mLjurU,기안84 개인전 데이트 with 지은 💕,21193,221,29,UCoVQjH-oY1eCh1Pr6H5Q59g,온투,0.1368376350681829,1.0427971500023594
Pdc2l_TDexg,전설의 예능 '축제로구나',224238,2786,251,UCFsyeRb-ShbdPQ2azhd6-fg,주호민,0.11193464087264425,1.2424299182118999
ht-ayjWkMo8,보령 원산도 차박!! 개폭망!! - 갑오징어 한우 차돌박이 낙지볶음 / 대천해수욕장 짚라인 / 현실노지차박!! / 카니발차박,1740,22,20,UC9I8AgNoeFW13DocZbvlBrQ,익동이랑 TV,1.1494252873563218,1.264367816091954
aCkPJzb5a1U,[결혼과 이혼 사이] “완전 남자네” 변해가는 모습에 MC들 잇몸 만개ㅣ3화 클립,44992,284,0,UCNIiH_4ArJNd_cDZApZ7AFg,TVING,0.0,0.6312233285917497
23FJ5jpD5qc,[문구사장 브이로그] 갑자기? 갤럭시 S22 샀어? 핑크니까 언박싱해보자,20770,269,49,UCnslsuCzMmYOSBTda2QwW0A,TULZZINI,0.23591718825228697,1.2951372171401059
9JJVTqULU7A,[결혼과 이혼 사이] “아직 살아있네” 잊고 있던 태권도 본캐 소환!ㅣ3화 클립,61833,550,0,UCNIiH_4ArJNd_cDZApZ7AFg,TVING,0.0,0.8894926657286563
H1crPNnw0mc,[Vlog10]2022 1~3월 먹기만한데이🐷 | 수원토박이 맛집 추천‼️ +3kg 증가,7336,62,3,UCqPOyivKw1X5aic9Ja10HQQ,오로나민당 - 놀고먹고꾸미는일상,0.04089422028353326,0.8451472191930207
zRLqUkFxGXM,"VLOG 일상 브이로그 | 갤럭시 S22+ 핑크골드 언박싱, 새폰으로 솥뚜껑 삼겹살 먹방 찍기",1710,16,1,UCmlTK06mY1ftHj3u_gdPqHQ,효래랭,0.058479532163742694,0.9356725146198831
l5ix4AKz90g,【침펄풍】 스탠딩 코미디가 넘쳐나는 김풍 형님 결혼식 사회 준비,915731,6852,774,UCUj6rrhMTR9pipbAWBAMvUQ,침착맨,0.08452263819833554,0.7482546730426294
tLR_5I8jYYo,[실시간 Live] 마이야르 반응을 이용한 겨울 간식 만들기 - 호떡 편,597863,5550,221,UCyn-K7rZLXjGl7VXGweIlcA,백종원의 요리비책 Paik's Cuisine,0.036964990307143945,0.9283063176680946
2xfgBGI2rqg,놀다가 발 다쳐서 반깁스 하게 됐어요ㅠ 어쩌다가 이렇게 된걸까요? 가족 일상 브이로그 vlogㅣ토깽이네,196184,4000,771,UCniBqAPwwWIQLbYo4uK2RWg,토깽이네,0.3929984096562411,2.0389022550258944
JJgZlbGvv-4,혁오네 카더가든에서 잔나비들은 짙은 검정치마를 입고 있었다,2070512,30954,908,UCrjEiS71C-cWB3VR9L1zrkQ,준개의 렛뮤 let’s music,0.043853887347670525,1.4949925429072615
xsDgoAlt4io,[VLOG] 비오는 날 힐링 산책,155,2,2,UCoVQjH-oY1eCh1Pr6H5Q59g,온투,1.2903225806451613,1.2903225806451613
QlgqHFbet64,🛍왓츠인마이백👜 | 여자들 가방 속엔 뭐가 있을까? | 각 다른 MBTI 인마이백 | 이게 여기 왜 있어…? | what's in my bag,730,17,5,UC6C4AbS-Cvu374M2g0j7suw,미니몬MINIMON,0.684931506849315,2.328767123287671
tF42lsvgEHA,"[#신서유기8] (100분) 계란 파티~🥚부터 훈민정음 탁구, 고요 속의 외침 까지🧡 신서유기8 레전드 게임 전부 모아 봄.zip | #디제이픽",1954630,7190,296,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.01514353100075206,0.36784455370070035
Vhqhq8HwBwI,양세찬게임,4813368,30232,1020,UCaKod3X1Tn4c7Ci0iUKcvzQ,런닝맨 - 스브스 공식 채널,0.021190983112032987,0.6280841190617463
MvPJjqtF1bI,[#티전드] (2시간 모음.zip) 돌잡이 때 케이팝 기장 잡은 게 확실한 탱키 간식게임 레전드 퍼포먼스💃 | #놀라운토요일,335966,2714,88,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.02619312668543841,0.8078198389122708
ZNXH-ys6O38,[#티전드] 어김없이 모두가 원하는 조규현의 쿨톤 분장🗽 자기 일 아니라고 웃다가 오열하는 송민호ㅋㅋㅋ | #신서유기7 #Diggle | CJ ENM 191206 방송,2369100,13273,406,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.017137309526824532,0.560254949136803
sbi0umhwjio,[#랜덤게임] 같은 팀 규현도 선 그은 피오의 기상천외 오답 🤣 제목은 몰라도 다 흥얼대는 OST 퀴즈,67597,445,23,UCRMA_Nb5VF-YoWApSVeXPVA,디글 클래식 :Diggle Classic,0.03402517863218782,0.6583132387531991
jmk5uDwTebc,[#티전드] 빨간 종이 줄까 파란 종이 줄까👻 역대급 난이도 기상미션에서 모든 것을 예상한 은지원의 선견지명ㅋㅋ | #신서유기5 #Diggle,1656259,12066,294,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.017750846938793995,0.7285092488554025
e5CA9H0RkUU,[#티전드] (1시간) 뛰는 나PD 위에 나는 멤버들 있다ㅋㅋ😂 줄줄이 말해요 게임에서 박박 우기는 신서유기 멤버들 | #신서유기5 #Diggle,4805808,26802,879,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.018290368653928746,0.5577001827788376
kMYIja9m-no,[#티전드] (1시간) 신서유기 웃겨서 숨넘어가는 공포의 훈민정음🤣 호동이 외래어 자아 가마이써!! | #신서유기8 #Diggle,8551088,42154,2671,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.031235791281764378,0.49296650905709305
7tq0jEtdujI,신서유기 레전드 없대요? 아뇨 여기 있대요 | #유물발굴단_신서유기,18616757,84010,3389,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.01820402984257677,0.4512601201165165
NnOC4_kH0ok,[#티전드] (1시간) 5분만 줘도 방송 한 회 분량 가볍게 뽑는 멤버들ㅋㅋㅋ 오프닝에만 킬포가 대체 몇 개야?! | #신서유기8,434083,2396,75,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.017277801710732742,0.5519681719855419
xUC6Wwaxd9c,"[#신서유기] 음식이 있었는데요 없었습니다(?) 신박한 오답이 난무하는 신서유기 레전드 게임 1시간 모음🤣 (인물퀴즈, 줄줄이말해요)",3395168,13518,664,UCRMA_Nb5VF-YoWApSVeXPVA,디글 클래식 :Diggle Classic,0.019557206005711647,0.39815408250784645
TNaNDQmmISQ,[#티전드] (1시간) 한 시간 동안 시식? 식사? 하실게요~ 직원이 제일 배부른 강식당입니다^^ | #강식당2 #강식당3,204056,1201,29,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.014211785000196023,0.5885639236288077
Gair957KpLE,[#티전드] 기상천외한 신서유기 기상미션 모음🌞 서로의 미션 성공을 방해하기 위한 도른자들의 싸움ㅋㅋㅋ | #신서유기8 #Diggle | CJ ENM 201023 방송,5979547,29007,929,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.015536293970095058,0.48510363744945895
-5RpM8YBDTo,(1시간) 신서유기 레전드 역사 쓰고 충성하러 떠나는 피오...😭 군대 기다리려고 알차게 꽉꽉 담아왔.zip! 오늘 저녁은 지훈이와 함께💛 | #신서유기 #샾잉,454418,3702,132,UCwNVDlUgdBlmVWRPy4Nk0Dw,샾잉 #ing,0.02904814509988601,0.8146684330286212
Rm3mhmujJQE,[#티전드] 찐친 특) 100분동안 진짜로 싸움😂 피오X민호만 가능한 짱친 리액션ㅋㅋㅋ | #신서유기5 #신서유기7,986611,6146,159,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.016115774099417095,0.6229405510378457
11mBlMJYAxU,[#티전드] (1시간) 불가능을 가능으로🔥 자꾸만 성공해서 나PD 착잡하게 만드는 신서유기 멤버들 모음 | #신서유기8 #Diggle,4919711,22816,825,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.01676927770757266,0.4637670790011852
M43n6yHWMv0,[#티전드] (2시간) 수근이 김장 잘하지~^^ 개그 장인 이수근의 인간문화재 등극이 시급합니다🤣 | #신서유기8 #신서유기7,993480,4565,154,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.015501066956556751,0.4594959133550751
Rufc3BIEf6w,[#인기급상승] (1시간) 바다를 지켜라🌊  이빨에 김 붙이고 베개에 문어 숨기는 도른자들의 해산물 숨기기 전쟁! | #신서유기8,940493,6115,115,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.0122276295517351,0.6501909105118273
Q_TAgPgfoPk,[#신서유기] (2시간) 원두...걸스?🤣 레전드만 모았다! 절대 안 웃을 수 없는 신서유기 게임 모음.zip | #편집자는,1216560,4110,181,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.014878016702834222,0.33783783783783783
7ULvk0hz_sI,[#신서유기8] (1시간) 가마이써!! 2연속 Point 발언에 좌절하는 강호동🤣 계속되는 영어 남발에 A.I 말투가 된 멤버들ㅋㅋㅋ | #지금꼭볼동영상,185946,1042,76,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.04087208114183687,0.5603777440762372
ooYACpYvz9s,[#디제이픽] (100분) 달리는 웃긴자 위에 나는 도른자들ㅋㅋ😎 숨막히는 레전드 기상미션 모음 | #신서유기8 #디글,1563700,5796,137,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.008761271343608108,0.3706593336317708
cZY-jrMCp1E,[#티전드] 냅다 아무 말 던지고 보는 신서유기 네 글자 퀴즈 레전드ㅋㅋㅋ😂 오답이어도 괜찮아 일단 우겨보는 거야 | #신서유기7 #Diggle | CJ ENM 191220 방송,2326039,12107,566,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.024333211953883833,0.5204985814941194
2WwjBYyJYE8,[#강식당2] ✨💖야! ㅇㅁ!💕❤️ (예쁘게 꾸미면 예쁜 말) 매일 싸움 할당량 채우는 전생 부부 케미 강호동X이수근 | #편집자는,411791,2160,77,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.018698805947677342,0.524537933077702
-XBb4LSI_6c,[#신서유기8] (1시간) 신서유기 미방분 여기에 다 모았어요^^ 너무 많아 본방에 담지 못했던 오답 전체 공개🤣 | #디제이픽,333335,2013,74,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.022199889000554997,0.6038969805150974
Qw1sFhqqhc0,[#인기급상승] (1시간) 오늘도 몰라봬서 죄송합니다🤦🏻‍♂️ 음식을 고민해서 빼면 뭐하나 어차피 다 빠지는데..😂 대환장 인물퀴즈 모음 | #신서유기8,94618,530,50,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.0528440677249572,0.5601471178845463
BhIjyzgxQcg,"[#티전드] (1시간) ""네 죄를 네가 알려나?ㅋㅋㅋㅋ"" 모르면 일단 아무 말이나 뱉고 보는 멤버들 | #신서유기7 #신서유기8",692415,3218,114,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.01646411472888369,0.464750185943401
LiOI0iC9h-Q,[#티전드] 무려 4연속 성공⭐ 신서유기 멤버들이 잘 맞춰서 기분 나쁜 나PDㅋㅋㅋ | #신서유기8 #Diggle | CJ ENM 201120 방송,5896856,28204,1040,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.017636516815062127,0.4782887694730887
7rau43mY3dQ,[#강식당] (40분) 신서유기 멤버들의 연출 없는 회식 모음🍻 패널도 제작진도 한마음 한뜻인 본편만큼 분량 뽑는 술자리ㅋㅋㅋ 저런 회식이면 나 올출한다 | #샾잉,494343,3370,108,UCwNVDlUgdBlmVWRPy4Nk0Dw,샾잉 #ing,0.021847178983013818,0.681712899747746
0UZGL1UdSIw,[#티전드] 아아아악 스태애앺ffff!!!!🧟 올타임 레전드 신서유기 좀비게임 모음 | #신서유기7 #Diggle,2753054,18298,524,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.01903340798981785,0.6646437011406242
1Q_jxtQsv1E,[#티전드] (2시간) 내 이익보다 남의 고통이 더 절거운 구美 은지원🤣 장인도 하루 3켤레 만드는 짚신을 어떻게 만들어요ㅋㅋㅋ | #신서유기8,306409,1719,83,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.027087977180826932,0.5610148526968856
Sh8T55LQ2h8,[#티전드] (1시간) 분장에 진심인 신서유기 멤버들의 레전드 분장 모음ㅋㅋㅋ🤣 세기말 스타랑 강묘한은 진짜 레전드... | #신서유기7 #Diggle,2685470,9557,329,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.012251114330080025,0.35587811444551604
0dhm9RlAQco,[#티전드] 냉삼을 두고 펼쳐지는 OB vs YB 음악퀴즈🎵 '광화문에서' 모르는 형들에 경악하는 피오ㅋㅋ | #신서유기8 #Diggle | CJ ENM 191115 방송,4392855,22330,1197,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.027248793779899402,0.5083254512156673
S4c36ArxKok,[#티전드] (1시간) 눈치 만랩들 사이에서 강호동 핵인싸 만들기 프로젝트ㅋㅋㅋ 역시 호동이 생각해 주는 건 수근이밖에 없다🥺 | #신서유기7 #Diggle,2679758,11267,458,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.017091095539224065,0.42044841362540947
_mA5iXac4DM,[#신서유기] 배추 8포기를 어떻게 김장합니까.. @#^&(심한 욕) 언제봐도 김장감 넘치는 기상미션 1시간 모음🌞,1719012,7151,193,UCRMA_Nb5VF-YoWApSVeXPVA,디글 클래식 :Diggle Classic,0.011227379448194661,0.41599476908829025
toVQhvX-aeM,[#인기급상승] (1시간) 자나 깨나 입조심! 영어 금지하니까 난장판 되는 신서유기 훈민정음 게임 할많하않 순간 모음 | #신서유기8,133619,797,42,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.03143265553551516,0.5964720586144185
VIan0x7MdI8,[#티전드] (1시간) 숨겨야 산다! 신서유기 레전드 기상미션ㅋㅋ 이번에도 어김없이 빅사이즈가 걸려버린 송민호ㅋㅋ🎃 | #신서유기8 #Diggle,7423616,35418,1154,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.015544985085435453,0.4770990309843613
A-pafEcN7xo,[#샷추가] 세상에 이런 매점은 없을지어다😤 각 잡고 왔는데 벌칙으로 고추&마늘 먹고 눈물 콧물 다 빼는 나나 매점 | #신서유기7 #Diggle,3392287,15524,470,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.013854959795559752,0.45762637418355223
-NU3z1FMtSY,"[#신서유기8] (1시간) 일 년 치 웃음 보장🎯 편집하다 너무 웃어섴ㅋㅋㅋ 쫓겨날 뻔한 레전드 게임 모음 (하모니카, 딸기게임, 훈민정음, 고요 속의 외침)",2059510,11252,517,UCRMA_Nb5VF-YoWApSVeXPVA,디글 클래식 :Diggle Classic,0.025103058494496264,0.5463435477370832
SpfyKt-fEcE,"(1시간) 사장님 마음대로 15분만 장사하는 매점이 있다❓ 맛집으로 유명한 나나 매점, 하지만 틀리면 못 먹어요😉 대신 벌칙을 드립니다^^ | #신서유기7 #샾잉",543123,2089,76,UCwNVDlUgdBlmVWRPy4Nk0Dw,샾잉 #ing,0.013993147040357342,0.3846274232540327
CWqMDJOnZds,[#티전드] (1시간) 끄↗읕!!! 나PD만 행복한 용볼 미션 실패 모음ㅋㅋ😂 | #신서유기8 #Diggle,2886174,11927,417,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.014448193352167956,0.4132460482285545
m0fFAFOkjcs,[#티전드] (1시간) 열린 나나매점 닫힘(?) 눈앞에 있는데 왜 먹지를 못하니.. | #신서유기8 #신서유기7,255769,1268,59,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.023067689985885702,0.4957598457983571
wtSwdGJzQCQ,[#티전드] (1시간) 절겁자고 하는 건데~🌸 못 맞추는 순간 대역죄인 돼버리는 인물퀴즈 레전드 모음 | #신서유기5 #신서유기7,1071709,4970,213,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.019874798102843216,0.4637452890663417
2-YDQPT-6M8,(1시간)스딸라 스딸라 뿜빠~🎶 게임에 진심인 멤버들의 신서유기 찐텐 게임 총정리ㅋㅋㅋ | #신서유기 #디피셜,433034,2028,96,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.022169159927396,0.46832350346624046
XiLA5eHPZT4,[#티전드] 먹는 것 하나엔 찐으로 진심인 사람들ㅋㅋㅋ😂 신서유기 먹방 레전드 모음.zip | #신서유기5,620510,3084,65,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.010475254226362186,0.4970105236015536
MMCpkpNDJYM,[#신서유기8] (1시간) Okay 금지❌ Fighting 금지❌ 꼭 이럴 때만 영어 원어민급으로 쓰게 되는 훈민정음 Game 모음 | #편집자는,231130,1158,61,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.02639207372474365,0.5010167438238221
fhy6rxre-rc,[#티전드] (1시간) 정답 잃고 예의 얻는 신서유기 인물 퀴즈 레전드 모음💥 땡! … 몰라봬서 죄송합니다😔 | #신서유기7 #Diggle,4940147,20965,1036,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.02097103588213063,0.4243800842363598
nMP0JqdVcuk,[#티전드] 본격 PD가 멤버들 농락하는 방송ㅋㅋ😂 고깔 게임과 기상미션 환장의 콜라보 | #신서유기5 #Diggle,724147,4728,138,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.01905690419210464,0.6529061088425416
hYcYjEt1Niw,[#신서유기] 음식마저 복불복으로 만들어버리는 제작진! 국숫집에 '면 없음' 메뉴가 있으면 생기는 일🤣,1707559,6931,288,UCRMA_Nb5VF-YoWApSVeXPVA,디글 클래식 :Diggle Classic,0.016866181490654202,0.4059010552490427
tUinVhB0D_U,"[신서유기5] 국수 토핑 복불복🍜 10년 지기의 찐 우정, 송민호X피오가 면 없는 쌀국수 먹게 된 사연🤣 | CJ ENM 181021 방송",1858460,12203,592,UCRMA_Nb5VF-YoWApSVeXPVA,디글 클래식 :Diggle Classic,0.0318543310052409,0.6566189210421531
f6zHKR2cXUM,[#티전드] (1시간) 싸움 구경이 제일 재밌어요^^ 💪 입조심 못한 나PD의 안 풀리는 날 모음ㅋㅋㅋ | #신서유기5 #신서유기7 #신서유기8,533460,2383,100,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.01874554793236606,0.4467064072282833
Zgpvhr2HV7c,[#티전드] (1시간) 너무나도 죄송한 인물 퀴즈 모음ㅋㅋㅋ😓 면 뿐다..스겜 스겜!!! | #신서유기7 #신서유기8,149557,757,40,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.0267456555025843,0.5061615303864078
BN0TV5pCw9o,[#신서유기8] 추리하면서 보면 ㄹㅇ 꿀잼ㅋㅋㅋㅋ 다른 의미로 놀라운 은지원과 이수근의 라이어 게임 플레이,249588,1803,54,UCRMA_Nb5VF-YoWApSVeXPVA,디글 클래식 :Diggle Classic,0.021635655560363478,0.7223904995432472
wkr-nNQff3A,"[#샷추가] 진심 노어이인 이수근의 미친 기상미션ㅋㅋ 근데 이걸 또 철저하게 계획해서 성공한 수근 대단해,, | #신서유기7 #Diggle",5786967,34163,1350,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.02332828232820405,0.5903437845766185
mJJ2wolDEMU,[#랜덤게임] 눈이 4개면 먹지도 않고 소고기 부위 구분 가능? 강호동 초능력 멀티버스 대방출 ☄️,99047,372,30,UCRMA_Nb5VF-YoWApSVeXPVA,디글 클래식 :Diggle Classic,0.030288650842529307,0.3755792704473634
Zuwg_WOtzYw,[#신서유기7] 레전드 조삐에로 탄생했던 그 고깔 고깔 전부 모아봤고깔💛 고깔만 쓰면 전부 고장 나는 거임? 호동이도? | #편집자는,33216,178,14,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.04214836223506744,0.5358863198458574
f46PUjkmQzU,[#코미디빅리그] (1시간) 코빅에서 개그맨이 방청을 하면 생기는 일ㅋㅋㅋ😆 총체적 난국 이시국 무관객 코빅 모음.zip | #편집자는,223994,2281,73,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.03259015866496424,1.0183308481477182
9ijBSYfGDgM,[#신서유기] 마피아 게임에 신서유기를 끼얹으면? 3년째 엉망진창인 멤버들의 마피아 게임🤣,613327,3394,82,UCRMA_Nb5VF-YoWApSVeXPVA,디글 클래식 :Diggle Classic,0.013369703274109895,0.5533752794186462
NqCuXyx-jMA,[#식스센스3] (100분) 2년째 늘지 않는 게임 울렁증 유재석 모음.zip💫 힌트 게임할 때마다 나오는 오답 폭격기ㅋㅋㅋ | #편집자는,31373,192,12,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.03824945016415389,0.6119912026264622
fLT-a8eocrM,[#신서유기] (1시간) 노래는 아는데 부저를 몰ㅋ랔ㅋㅋ 제작진도 배꼽 잡은 레전드 음악퀴즈 모음🎵,3333412,12503,514,UCRMA_Nb5VF-YoWApSVeXPVA,디글 클래식 :Diggle Classic,0.01541963609658812,0.3750811480849052
vbPjjZKVXLQ,이정도면 ㄹㅇ 천재 신서유기 이수근 레전드 | #유물발굴단_신서유기,6684223,28404,916,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.013703911434432992,0.424940939283444
j4YBbnXohfk,놀토위키 | 분장부터 게스트 퍼포먼스까지✨ 오프닝 모음.zip,730193,3560,127,UCTnafh2iyIWh7MhcGBmGU0g,놀라운 토요일 Amazing Saturday,0.01739266194006242,0.4875423346978128
lcB-FTvSq38,[#신서유기] (1시간) 아침밥을 위해서라면 못 하는 게 없는 신서유기 레전드 기상 미션 모음🧡 그 와중에 또 빅사이즈 걸린 송민호ㅋㅋㅋ | #편집자는,141790,581,28,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.019747513929050005,0.4097609140277876
-PUHMX3_TLI,[#유퀴즈] (3시간) 일반인 자기님들의 꿀잼 티키타카 모음집⭐ 을매나 재밌게요~? | 노가리맛집,841125,5321,200,UCRMA_Nb5VF-YoWApSVeXPVA,디글 클래식 :Diggle Classic,0.02377767870411651,0.6326051419230198
lXSQa0-RfNw,[#티전드] (30분) 카메라 꺼져도 노가리 까면서 분량 다 뽑아내는 멤버들🍻설거지 하나로 대토론 벌어진 사건ㅋㅋㅋ | #신서유기,336985,2094,75,UCsRIHt5FkbGc6cQtCxt-ufA,tvN D ENT,0.022256183509651764,0.6213926435894772
WZ3kLOdGM3U,[#식스센스2] (2시간) ※웃음참기 챌린지※ 드립이 난무하는 대환장 파티 ㅋㅋㅋ 식스센스2 레전드 게임 2시간 모음집 | #편집자는,593510,4075,135,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.022746036292564574,0.6865933177200048
ChorjgabMpc,[#식스센스3] (90분) 시작부터 정신 없는 식센이들의 바이브와 매주 남자 게스트를 기대하는 미주 보는 맛으로 모아보는 식스센스 오프닝 모음! | #편집자는,280529,1902,70,UCWYzc_p0GgfCepIWDHGFmEg,디글 :Diggle,0.024952856923883094,0.6780047695603664
ZLfsnO-CeHo,[#식스센스3] 🚨웃참 주의🚨 식센은 오프닝 하려고 방송 한다는 소문이... 마라 맛 오프닝부터 로맨스 가득한 설렘 맛 오프닝까지 다 모았다❗ (110분)  | #샾잉,177377,1171,50,UCwNVDlUgdBlmVWRPy4Nk0Dw,샾잉 #ing,0.028188547556898584,0.6601757837825648
